Prediction,Confidence,True.Label,X1,X2,X3,X4,X5,Misclassified
0,0.01925572380423546,0,-72.25607076928179,-35.15687221531244,-34.81580576532113,43.73272594491936,11.822126231466584,FALSE
0,0.0018774261698126793,0,110.57834510876748,35.615778394043254,72.39595054058846,-4.5466586977827514,86.9078356721276,FALSE
0,0.038258615881204605,0,-217.43959930338926,-26.952241320048387,-49.60381147972724,-63.27773192816828,-5.528756042679379,FALSE
0,1.28586107166484e-4,0,-204.27186978045617,67.7814141910176,74.18560170160055,72.10470545629643,-40.22260719660726,FALSE
0,0.07241655141115189,0,52.78193876947159,101.61275647267887,-31.381355761662935,-218.5114768040132,49.22852856591208,FALSE
0,8.736652671359479e-4,0,-20.163772631352714,-12.583752489762173,98.7381397351847,59.50344483253212,-26.147877182135044,FALSE
0,0.12782271206378937,0,16.799918869098253,-15.931885407608604,-19.872915037950758,-15.593409377405152,-49.713281049925286,FALSE
0,1.1817517224699259e-4,0,-182.89805530002576,71.53130698582834,49.06786637062034,11.829817872922552,-48.44164702691813,FALSE
0,0.002533210441470146,0,-114.16322341033094,-16.80375369261825,-46.79065834916213,85.60451765937383,-72.54935878874348,FALSE
1,0.9981980919837952,0,-184.55375784857233,136.4531439845221,5.4848015107015575,-22.075591557537628,22.872350408112766,TRUE
0,0.08681442588567734,0,29.7127721460816,-86.7859717153505,-19.036698401277565,-6.147502608081152,-24.326138683809113,FALSE
0,0.004439620301127434,0,17.19725027278106,83.36259582047222,99.43722179182899,9.916479706681768,-127.06912979976501,FALSE
0,4.506251207203604e-5,0,-100.99701355020079,-69.34949436817126,-6.48661652996011,-70.59398585210835,-47.14062175991094,FALSE
1,0.9989449381828308,0,-87.82309915339819,-58.004606154111656,2.51016691514715,38.92296120494565,15.85314024225308,TRUE
0,0.036286961287260056,0,19.432150765194233,-51.47744437316118,43.53577746654187,-10.975470899375589,-24.74642772941183,FALSE
0,0.03732554614543915,0,-41.04312060720457,-52.2094880067779,-82.78580663555381,52.070045400227535,-5.882179441546566,FALSE
0,0.0026777309831231833,0,-126.93825795065737,-114.65756945317591,29.269723748815935,-7.199396156047862,-6.572403486344189,FALSE
0,1.1516814993228763e-4,0,-116.64619899599529,81.36712376276719,-19.697813178003432,12.944998693730165,0.8679222788707034,FALSE
0,0.09191668033599854,0,-132.3290923191586,108.61403297885404,87.3044477773292,-50.454520895841576,-102.77024804395802,FALSE
0,7.121916860342026e-4,0,-58.56723737018843,-72.34367078037936,138.1665998858558,36.00721991875054,-26.383302994931903,FALSE
1,0.8994392156600952,0,404.0980937016074,-82.01504256762165,36.426768127392705,10.954980587707343,7.890728217027887,TRUE
0,0.002209241036325693,0,12.709782546019099,12.000034945272613,102.50582502475307,24.06387454377168,-43.27936086986581,FALSE
0,0.0010140490485355258,0,90.98612809816214,54.08099003656043,-80.57161668968016,-27.905103760704524,-77.45040314193201,FALSE
1,0.9357456564903259,0,193.95084388294808,-7.972324191575327,175.47165691471784,53.43392719746771,39.536400992417654,TRUE
0,3.7231081932986854e-6,0,-14.711575810262103,124.2023600761341,-23.44116495865379,-149.64874112409964,-3.2602423825475095,FALSE
0,0.0061003598384559155,0,-103.51953693448759,31.40937914508093,-47.96156574892829,-0.46291263895232804,-49.37037581726776,FALSE
0,0.008319444954395294,0,167.14328357644507,232.83861569573682,129.92447598738167,27.623382803620267,13.424842523634918,FALSE
1,0.9949777722358704,0,-202.13519049295198,-29.02663146190184,-114.01708280065142,39.52935973692213,-54.23937804188948,TRUE
