,Confidence,Misclassified,Prediction,True Label,X1,X2
0,0.8155143269072055,0,1,1,1.5121771302907716,-0.8510373663082941
1,0.9631791123360989,0,0,0,0.5419608395768873,-0.6036421161355693
2,0.5274930346823805,1,0,1,2.7750605262784407,0.2166244456358491
3,0.5163937932358862,1,1,0,3.065367800156464,1.3492378406817476
4,0.9249729479524672,0,1,1,2.236889865718546,0.8683362066571426
5,0.8651256130990993,1,1,0,4.728758430210184,-0.13826070035917384
6,0.5644948665340404,0,1,1,2.3351811537323806,-0.07294291564372762
7,0.5903601184391984,0,0,0,0.0975490416180428,-0.11462863400559413
8,0.9805255178560739,0,1,1,1.125443008786787,-0.9766383718687228
9,0.9275696522183154,1,1,0,2.065464100951299,-1.4571792926846252
10,0.5841174781983882,1,0,1,1.0983677846588804,0.2268025139719798
11,0.8892728432773415,0,0,0,1.5132122018100311,0.1367828329664326
12,0.8760825052442669,0,1,1,0.4888205459108772,0.04017152368522306
13,0.7514987610786971,0,0,0,0.620381803185002,-0.6038492114589741
14,0.8347567422531171,1,0,1,3.2165637865762617,-0.41117991426661094
15,0.7678860906838301,1,1,0,0.059355555779639586,-0.06728486604633693
16,0.7223170542331336,1,0,1,1.7195758883863765,0.6466638889345475
17,0.8373816446260782,0,0,0,0.9509688078597549,-0.864635607485398
18,0.7677167322677219,0,1,1,0.34665821159956045,-0.5917422454798217
19,0.5360020294066616,0,0,0,1.5688491208893818,1.0551221342352342
20,0.5518425681987936,0,1,1,0.01718008416323658,-0.01870476996794139
21,0.9903830908955835,0,0,0,1.8056288841902233,-1.0274957302797505
22,0.9340762248146656,0,1,1,2.0930259968889837,0.3091996495577072
23,0.676722558230677,1,1,0,1.3744094753859781,0.4037087803116029
24,0.7447711298038694,0,1,1,0.5068913246779739,-1.0986079794533468
25,0.8158805148849193,1,1,0,2.1647190168054147,0.992400538429707
26,0.8786816645995625,0,1,1,0.9604890449743482,-0.9581782827733679
27,0.8633045960295462,0,0,0,0.8819970635687834,0.4638793887208399
