"","Prediction","Confidence","True.Label","X1","X2","X3","X4","X5","Misclassified","FileName","PredictionName"
"1",0,0.980744276195765,0,-72.2560707692818,-35.1568722153124,-34.8158057653211,43.7327259449194,11.8221262314666,FALSE,"/home/bennettew/Documents/Summer2018/unknownUnknowns/writing/experimentsAndPlots/walterWork/kaggleFeatures/test/cat/cat.10000.jpg","Cat"
"2",0,0.998122573830187,0,110.578345108767,35.6157783940433,72.3959505405885,-4.54665869778275,86.9078356721276,FALSE,"/home/bennettew/Documents/Summer2018/unknownUnknowns/writing/experimentsAndPlots/walterWork/kaggleFeatures/test/cat/cat.10001.jpg","Cat"
"3",0,0.961741384118795,0,-217.439599303389,-26.9522413200484,-49.6038114797272,-63.2777319281683,-5.52875604267938,FALSE,"/home/bennettew/Documents/Summer2018/unknownUnknowns/writing/experimentsAndPlots/walterWork/kaggleFeatures/test/cat/cat.10003.jpg","Cat"
"4",0,0.999871413892834,0,-204.271869780456,67.7814141910176,74.1856017016005,72.1047054562964,-40.2226071966073,FALSE,"/home/bennettew/Documents/Summer2018/unknownUnknowns/writing/experimentsAndPlots/walterWork/kaggleFeatures/test/cat/cat.10004.jpg","Cat"
"5",0,0.927583448588848,0,52.7819387694716,101.612756472679,-31.3813557616629,-218.511476804013,49.2285285659121,FALSE,"/home/bennettew/Documents/Summer2018/unknownUnknowns/writing/experimentsAndPlots/walterWork/kaggleFeatures/test/cat/cat.10010.jpg","Cat"
"6",0,0.999126334732864,0,-20.1637726313527,-12.5837524897622,98.7381397351847,59.5034448325321,-26.147877182135,FALSE,"/home/bennettew/Documents/Summer2018/unknownUnknowns/writing/experimentsAndPlots/walterWork/kaggleFeatures/test/cat/cat.10012.jpg","Cat"
"7",0,0.872177287936211,0,16.7999188690983,-15.9318854076086,-19.8729150379508,-15.5934093774052,-49.7132810499253,FALSE,"/home/bennettew/Documents/Summer2018/unknownUnknowns/writing/experimentsAndPlots/walterWork/kaggleFeatures/test/cat/cat.10014.jpg","Cat"
"8",0,0.999881824827753,0,-182.898055300026,71.5313069858283,49.0678663706203,11.8298178729226,-48.4416470269181,FALSE,"/home/bennettew/Documents/Summer2018/unknownUnknowns/writing/experimentsAndPlots/walterWork/kaggleFeatures/test/cat/cat.10016.jpg","Cat"
"9",0,0.99746678955853,0,-114.163223410331,-16.8037536926183,-46.7906583491621,85.6045176593738,-72.5493587887435,FALSE,"/home/bennettew/Documents/Summer2018/unknownUnknowns/writing/experimentsAndPlots/walterWork/kaggleFeatures/test/cat/cat.10017.jpg","Cat"
"10",1,0.998198091983795,0,-184.553757848572,136.453143984522,5.48480151070156,-22.0755915575376,22.8723504081128,TRUE,"/home/bennettew/Documents/Summer2018/unknownUnknowns/writing/experimentsAndPlots/walterWork/kaggleFeatures/test/cat/cat.10018.jpg","Dog"
"11",0,0.913185574114323,0,29.7127721460816,-86.7859717153505,-19.0366984012776,-6.14750260808115,-24.3261386838091,FALSE,"/home/bennettew/Documents/Summer2018/unknownUnknowns/writing/experimentsAndPlots/walterWork/kaggleFeatures/test/cat/cat.10019.jpg","Cat"
"12",0,0.995560379698873,0,17.1972502727811,83.3625958204722,99.437221791829,9.91647970668177,-127.069129799765,FALSE,"/home/bennettew/Documents/Summer2018/unknownUnknowns/writing/experimentsAndPlots/walterWork/kaggleFeatures/test/cat/cat.1001.jpg","Cat"
"13",0,0.999954937487928,0,-100.997013550201,-69.3494943681713,-6.48661652996011,-70.5939858521083,-47.1406217599109,FALSE,"/home/bennettew/Documents/Summer2018/unknownUnknowns/writing/experimentsAndPlots/walterWork/kaggleFeatures/test/cat/cat.10021.jpg","Cat"
"14",1,0.998944938182831,0,-87.8230991533982,-58.0046061541117,2.51016691514715,38.9229612049457,15.8531402422531,TRUE,"/home/bennettew/Documents/Summer2018/unknownUnknowns/writing/experimentsAndPlots/walterWork/kaggleFeatures/test/cat/cat.10022.jpg","Dog"
"15",0,0.96371303871274,0,19.4321507651942,-51.4774443731612,43.5357774665419,-10.9754708993756,-24.7464277294118,FALSE,"/home/bennettew/Documents/Summer2018/unknownUnknowns/writing/experimentsAndPlots/walterWork/kaggleFeatures/test/cat/cat.10023.jpg","Cat"
"16",0,0.962674453854561,0,-41.0431206072046,-52.2094880067779,-82.7858066355538,52.0700454002275,-5.88217944154657,FALSE,"/home/bennettew/Documents/Summer2018/unknownUnknowns/writing/experimentsAndPlots/walterWork/kaggleFeatures/test/cat/cat.10026.jpg","Cat"
"17",0,0.997322269016877,0,-126.938257950657,-114.657569453176,29.2697237488159,-7.19939615604786,-6.57240348634419,FALSE,"/home/bennettew/Documents/Summer2018/unknownUnknowns/writing/experimentsAndPlots/walterWork/kaggleFeatures/test/cat/cat.10027.jpg","Cat"
"18",0,0.999884831850068,0,-116.646198995995,81.3671237627672,-19.6978131780034,12.9449986937302,0.867922278870703,FALSE,"/home/bennettew/Documents/Summer2018/unknownUnknowns/writing/experimentsAndPlots/walterWork/kaggleFeatures/test/cat/cat.10028.jpg","Cat"
"19",0,0.908083319664001,0,-132.329092319159,108.614032978854,87.3044477773292,-50.4545208958416,-102.770248043958,FALSE,"/home/bennettew/Documents/Summer2018/unknownUnknowns/writing/experimentsAndPlots/walterWork/kaggleFeatures/test/cat/cat.10029.jpg","Cat"
"20",0,0.999287808313966,0,-58.5672373701884,-72.3436707803794,138.166599885856,36.0072199187505,-26.3833029949319,FALSE,"/home/bennettew/Documents/Summer2018/unknownUnknowns/writing/experimentsAndPlots/walterWork/kaggleFeatures/test/cat/cat.10031.jpg","Cat"
"21",1,0.899439215660095,0,404.098093701607,-82.0150425676216,36.4267681273927,10.9549805877073,7.89072821702789,TRUE,"/home/bennettew/Documents/Summer2018/unknownUnknowns/writing/experimentsAndPlots/walterWork/kaggleFeatures/test/cat/cat.10032.jpg","Dog"
"22",0,0.997790758963674,0,12.7097825460191,12.0000349452726,102.505825024753,24.0638745437717,-43.2793608698658,FALSE,"/home/bennettew/Documents/Summer2018/unknownUnknowns/writing/experimentsAndPlots/walterWork/kaggleFeatures/test/cat/cat.10033.jpg","Cat"
"23",0,0.998985950951464,0,90.9861280981621,54.0809900365604,-80.5716166896802,-27.9051037607045,-77.450403141932,FALSE,"/home/bennettew/Documents/Summer2018/unknownUnknowns/writing/experimentsAndPlots/walterWork/kaggleFeatures/test/cat/cat.10035.jpg","Cat"
"24",1,0.935745656490326,0,193.950843882948,-7.97232419157533,175.471656914718,53.4339271974677,39.5364009924177,TRUE,"/home/bennettew/Documents/Summer2018/unknownUnknowns/writing/experimentsAndPlots/walterWork/kaggleFeatures/test/cat/cat.10037.jpg","Dog"
"25",0,0.999996276891807,0,-14.7115758102621,124.202360076134,-23.4411649586538,-149.6487411241,-3.26024238254751,FALSE,"/home/bennettew/Documents/Summer2018/unknownUnknowns/writing/experimentsAndPlots/walterWork/kaggleFeatures/test/cat/cat.10038.jpg","Cat"
"26",0,0.993899640161544,0,-103.519536934488,31.4093791450809,-47.9615657489283,-0.462912638952328,-49.3703758172678,FALSE,"/home/bennettew/Documents/Summer2018/unknownUnknowns/writing/experimentsAndPlots/walterWork/kaggleFeatures/test/cat/cat.10039.jpg","Cat"
"27",0,0.991680555045605,0,167.143283576445,232.838615695737,129.924475987382,27.6233828036203,13.4248425236349,FALSE,"/home/bennettew/Documents/Summer2018/unknownUnknowns/writing/experimentsAndPlots/walterWork/kaggleFeatures/test/cat/cat.10041.jpg","Cat"
