,Prediction,Confidence,True Label,X1,X2,X3,X4,X5,Misclassified,MAE
0,1,0.5866472,0,-26.330291399177884,-9.684671436190827,-10.217214334078067,-2.2273409370315442,-0.2074427402831679,True,0.0010966484877034234
1,1,0.77095085,0,-52.805375371901796,-34.75806110088595,1.3974072284236387,11.392286488173744,-13.480298974481066,True,0.004058172328830283
2,1,0.6592368,0,-49.671675716028446,-27.20919636877694,12.035836474101826,-0.5962295850468854,-4.682586177313352,True,0.002275917394761296
3,1,0.99704903,1,59.77650987267468,12.934426570466679,2.282467154943383,-13.452652635420105,28.789092289870922,False,0.02431461013206727
4,1,0.92197925,1,-54.24267279151587,34.71374326312102,-17.669494475314238,-12.458492729767695,11.662873344039948,False,0.008625719945181657
5,1,0.5316441,0,-27.884942775378747,-15.42806184839526,-20.24963533513555,-7.331695335913352,7.842296878704422,True,0.001108090424560661
6,1,0.9981165,1,70.91695581430221,-17.509308363511924,17.564826880072797,17.23702521929682,8.622230458068692,False,0.05811915365948556
7,1,0.88255745,1,-24.66121015706736,-17.018027503719367,5.682405682614466,13.516914208129515,-2.381919117762452,False,0.011048166350208388
8,1,0.9927134,1,21.640573064842528,12.676001356291641,29.374246288826733,6.202550549854587,17.64652275772083,False,0.028568626722506804
9,1,0.6418306,0,8.661206161207147,-52.097956903037975,-14.27970963015669,-12.072248915834363,2.655451070775423,True,0.00260788881003626
10,1,0.9862444,1,-26.525131937468974,16.320402352739652,-7.518757117302157,5.488087317656232,-10.407279943649916,False,0.01926532993222115
11,1,0.6639654,1,2.275809703608701,-14.560456036509029,2.173258605076518,12.900923575962205,-12.626793678601997,False,0.0029587007327171763
12,1,0.8951163,0,7.730641076676655,-14.530571169749619,12.328138749917176,-7.526525047710852,11.984773675243577,True,0.0068441182396254815
13,1,0.98521394,1,59.462494725747476,-25.915904958505518,33.064821139884806,-5.55235747537624,-18.081786706236436,False,0.028863341626775535
14,1,0.9969369,1,-39.94389891853111,-6.02300876004037,14.919236013821395,5.293714269925026,1.179025092266399,False,0.028967940164577568
15,1,0.9539424,1,25.401830650415146,12.2560295867545,13.155082463294029,-1.1878385268641918,6.863766448421879,False,0.02075695785445533
16,1,0.9970994,1,-33.502590577122824,29.59188760385746,-11.120532160236019,-1.0109820347612746,-12.425456529290917,False,0.020810855632098415
17,1,0.9918383,1,-50.48795156391669,7.719284229734524,6.175358745653306,2.2278194320309934,-13.652992258481875,False,0.017216048631498018
18,1,0.9844208,1,-46.09514434885089,-5.468053497195552,29.40853524294647,-3.3366363212102588,0.6220013146090152,False,0.022423480441699752
19,1,0.7562619,0,-8.73404407109455,-21.539963351329714,-11.06264534505266,1.6724437170048627,2.4584714288979916,True,0.00427095460428373
20,1,0.9989397,1,-48.4065765804022,15.44865037784119,-12.22335006092522,2.2320119139895556,-14.333612780411425,False,0.04281283790263544
21,1,0.99598515,1,-7.204678372921829,26.427642080325015,-19.948012785641065,30.650900168238135,11.037379842892546,False,0.029792168505978853
22,1,0.9174117,1,-5.145716012936923,16.98979441869821,-3.915220426553074,10.594670597491545,17.475017327255514,False,0.013621729203089615
23,1,0.99807394,1,-0.038087384322160606,-6.227033892126461,7.807787127958762,17.424329270777843,26.01464275012596,False,0.026683666268565175
24,1,0.9656168,0,-4.631607369234281,6.719778084596091,35.6467018791294,-19.630691580128605,8.181627536518386,True,0.016101594201786033
25,1,0.89802146,0,1.4138749872713565,-7.66154806537087,-12.246227487554268,48.14553227620952,-37.99948059025832,True,0.01928490673903816
26,1,0.9613667,1,55.07115736611921,20.30127377289029,-3.530299690835204,2.9882190089639513,4.532654834677492,False,0.01448572866844925
27,1,0.97832847,1,54.31599897857515,-4.772296855263336,5.986015011176533,5.613420297127309,-11.721280549580234,False,0.013935829383420861
28,1,0.9765122,1,-56.516591977463754,-19.496824564174112,-3.2648110473807117,25.381267794301056,-5.647060889398148,False,0.018367766084064745
29,1,0.9892713,1,23.713071135221558,7.3785248876184,-16.616028159114002,-5.762304211437372,7.167186588761568,False,0.02203944095217399
30,1,0.78612924,1,-39.89437967531906,-2.524787263123878,6.600186008052335,15.127980089467162,-10.511576452035783,False,0.004544352828683542
31,1,0.9542787,1,14.241622505296347,-56.65876401443425,3.7464783333714893,15.02991199691499,-7.576620802786849,False,0.01245177721795965
32,1,0.613879,0,15.294261953292597,-12.561653998554444,4.602146307646677,-13.450127867508291,23.617665652157097,True,0.0013402285216259728
33,1,0.910361,1,-26.38439884368894,-20.00918396010813,17.481952031770327,11.450004418161484,-0.3295871231823509,False,0.009474297007791309
34,1,0.9943657,1,-28.802225938126085,-11.02064395613998,-2.307418079028806,2.466073095589724,6.942083066529447,False,0.02106407445823547
35,1,0.7942014,0,-12.609801547864784,5.967756785876982,20.964865921639376,28.522275842483666,16.92549500339947,True,0.006662871027336298
36,1,0.97964466,1,-29.765680186120598,10.46298817097033,-10.878783146942324,-10.785975338644176,-3.6381067650586387,False,0.011582072428068206
37,1,0.62104076,0,75.41377443225024,65.92005441510112,8.641573610430967,-1.8994499877850024,-5.033922366864206,True,0.0036345154972839597
38,1,0.547856,0,-5.558921565035879,15.636929298490513,-3.738999906412133,9.402197636244473,-6.582608573172536,True,0.0006810196951241103
39,1,0.9945064,1,-25.71728481830454,-8.19978777004172,3.512287832950879,12.184770959778064,0.7111222464876187,False,0.022066213801454262
40,1,0.71831673,1,-47.96579920386753,-12.177046414536184,3.992236963668471,18.987110475780117,-26.65014138335107,False,0.0033037078833223214
41,1,0.98975706,1,52.3034353981914,2.1567711889113697,36.28031486020649,-16.712160250126786,12.594016607583143,False,0.04022976922872378
42,1,0.5997973,0,22.630427673539913,3.31587950844173,-17.435669861397077,13.139819659901404,-13.048100112967145,True,0.0017388356126504384
43,1,0.99839336,1,-33.93857698989563,2.3690383617181316,-3.206597431726991,28.06008786292685,-19.94356154971573,False,0.04587409678435694
44,1,0.7346377,0,5.418832927780168,34.40351311841973,10.770045818818172,7.249443943153577,-10.462522098279539,True,0.004203896020793361
45,1,0.68209785,0,-21.56644337976215,-10.12490939769036,1.7988803589525575,7.325827584769346,-11.121716115291882,True,0.0030582432949175487
46,1,0.96652746,1,36.501638101515866,4.63250670595722,-13.2013913933998,22.085234723038294,13.565607652867811,False,0.012216291183313951
47,1,0.94676405,1,36.49905031448385,4.914900032154886,-10.994361553966309,-1.8369660469366196,25.121184724818296,False,0.013438818897889757
48,1,0.8583874,1,-40.19187930570584,-23.61336184826702,8.471183513322178,0.7507882079961944,12.261968823884375,False,0.007784386818972637
