,Confidence,Misclassified,Prediction,True Label,X1,X2
0,0.7539637394089833,0,1,1,0.7962863340837161,0.4578214291510437
1,0.5811170835924073,1,1,0,1.3960457198873322,0.2026265906335246
2,0.9755056233856324,0,1,1,3.38945615635177,-0.9264092058773828
3,0.9920945178220117,0,0,0,2.0073805373640594,-1.1110342377716884
4,0.9483289169396479,0,1,1,2.3041183868928794,-0.9412300538577963
5,0.6601872409891822,0,0,0,4.590545062578951,-1.4880916346670807
6,0.7262977041222032,1,0,1,4.397507251505712,-1.5265134770283935
7,0.9940682645497959,0,0,0,2.236603065216263,1.8049748214912713
8,0.8837062106653818,0,1,1,5.202183450347688,-2.4906589455328567
9,0.9493297307025433,0,0,0,0.6943345538547475,0.754201830210021
10,0.5809326613587972,1,0,1,5.71173119901503,-0.25577322290515747
11,0.9380512975382453,0,0,0,2.007114466057049,0.24035402308057421
12,0.9720220056873142,0,1,1,0.31020611081889465,0.36498402080215137
13,0.8158490943470298,0,0,0,0.9453177461187285,0.5805128541936274
14,0.7725361915788227,0,1,1,2.391568158951095,-0.5745523496563527
15,0.8462742785081117,0,0,0,2.3365848079188543,0.3199195258741972
16,0.9953587406620608,0,1,1,2.4911663545816687,2.3363374070006606
17,0.8468407003077127,0,0,0,1.7591230177857402,0.07038293525976731
18,0.9704509149278489,0,1,1,1.019092961952938,-0.2743489848308138
19,0.8892212221564897,0,0,0,2.2581400276641106,-0.9001122114140166
20,0.9488028486202856,0,1,1,0.10022531759200576,0.16590225844442483
21,0.9089024976094008,0,0,0,2.5134043156300985,0.7286864789244105
22,0.9609170664354577,0,1,1,4.840113650512632,-1.4926614379300849
23,0.9638111058576004,0,0,0,1.7228728380558607,-0.036432206216706176
24,0.6075300347031514,1,0,1,1.991459994474009,1.267228924392234
25,0.6910719440340799,1,1,0,0.5531687560515516,0.4245977040018305
26,0.9998465320502208,0,1,1,4.917265941991882,-0.019604288282294782
27,0.997549295080136,0,0,0,0.8716067928339492,1.3002426082236458
28,0.9929986651671319,0,1,1,1.8615384358897418,1.1879202249824103
29,0.9250254098130435,0,0,0,1.8839610360793295,1.2028993630937856
30,0.8963333687852757,0,1,1,2.554157348898036,-0.9839328256551728
31,0.8963346289611529,0,0,0,2.041494312047533,-0.8396742036587285
32,0.7258337685707075,0,1,1,2.060522674147959,0.18112073402048312
33,0.9947668578835089,0,0,0,0.7179738234069611,0.6330592418156197
34,0.9042225040329243,0,1,1,1.4530612207933815,-0.3738450208215939
35,0.9715713836582183,0,0,0,0.9504055033799909,0.5469398770062571
36,0.989107957841881,0,1,1,2.7251802111899166,0.8959905778547739
37,0.9346234284757422,1,1,0,3.782812501922878,0.7588382425502467
38,0.9062456483403551,0,1,1,1.492547620566045,2.36132989059663
39,0.8016490251156578,0,0,0,2.559763321468596,1.7992971063892895
40,0.8928378026420909,0,1,1,1.8657321925432824,0.06229606295062403
41,0.9027467227785745,0,0,0,1.615083905341746,-1.0054148630301174
42,0.9830063517179124,0,1,1,3.066682179348763,-1.780841406619113
43,0.7615805859161134,0,0,0,2.9918310333727702,-1.1776053842259027
44,0.8027461977520297,0,1,1,1.155392031914756,-0.07642830811147919
45,0.5379588581742555,1,1,0,2.1366966237830987,-0.1241570883885212
46,0.9868960203576554,0,1,1,3.139543263061243,-1.7720857399803218
47,0.7880603346818855,0,0,0,1.6950694620727784,0.8368618767051218
48,0.6838618330877118,0,1,1,2.4583982290490116,-0.7582227640719736
49,0.8794817045364007,0,0,0,0.13191227915495718,0.1493900829995921
50,0.6843100122876972,0,1,1,2.106370877951572,1.7343785369599638
51,0.5583499391007245,0,0,0,0.3072446686278293,0.5387846044651506
52,0.8366972143092297,0,1,1,0.4990628508965672,0.376436812135549
53,0.5925847161960369,0,0,0,1.0807931717895494,1.5244020401496885
54,0.7031559872925255,0,1,1,0.408279993121605,0.3083824191383327
55,0.5510156000081412,1,1,0,0.06145334545085772,0.04466765513778281
56,0.8335285725652536,0,1,1,1.9890629371495088,-1.079156983268281
57,0.628277438107022,0,0,0,2.0388936918670892,0.6458533225550708
58,0.9744722464176383,0,1,1,2.80107992490078,0.34292009960876135
59,0.7500228907007886,1,1,0,1.489347640750719,1.7179024180552824
60,0.7602615494298165,0,1,1,0.6938680016787612,1.1522913167825959
61,0.5177504776926911,1,1,0,1.4076928772075894,0.5846177765789814
62,0.9720472371260165,0,1,1,2.9459650888871223,1.17072494036467
63,0.7297997618435087,1,1,0,0.8235489931346407,1.2224036841657608
64,0.9985494801961866,0,1,1,2.8770865211428123,1.1666290457892021
65,0.9233136304080695,0,0,0,0.5562970758100301,0.4365548559282766
